UID,PHYLUM,CLASS,ORDER,FAMILY,GENUS,TARGET_TAXON,TAXA_ID,TOTAL300,IS_DISTINCT300,LAT_DD83,LON_DD83,STRAH_CAT,EPA_REG,SITE_ID,YEAR,DATE_COL,VISIT_NO,SAMPLE_TYPE,MMI_BENT,BENT_MMI_COND,candidate_station_1_id,candidate_station_1_distance_km,candidate_station_2_id,candidate_station_2_distance_km,candidate_station_3_id,candidate_station_3_distance_km,candidate_station_4_id,candidate_station_4_distance_km,candidate_station_5_id,candidate_station_5_distance_km
2012531,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,15.0,1.0,42.876812535132,-72.69005327,SmallStreams,Region_01,NRS18_VT_10011,2018.0,6/5/2018,1,BERW,77.47,Good,USC00434942,1.8039362183147727,USR0000VMAR,5.678089673627414,US1VTWH0004,6.100206661664039,US1VTWH0001,7.316405561848398,USC00430842,10.442585136953788
2012532,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIS,CAENIS,3542,93.0,1.0,35.9251264235397,-96.71988346,LargeStreams,Region_06,NRS18_OK_10045,2018.0,6/5/2018,1,BERW,38.22,Good,US1OKPY0019,5.20435433433486,USC00342318,7.93545595919714,US1OKPY0008,11.828444794451153,US1OKCK0008,12.275797393414251,USC00348563,15.005004919883467
2012533,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,RHEOCRICOTOPUS,RHEOCRICOTOPUS,4245,,,33.2665971743894,-116.8176623,RiversOther,Region_09,NRS18_CA_10048,2018.0,6/5/2018,1,BERW,9.75,Poor,USC00043914,6.168994023983683,US1CASD0213,6.369098420668162,US1CASD0195,6.8476020988808575,USC00046657,12.571062575460521,US1CASD0025,13.20455357290588
2012534,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,THIENEMANNIELLA,THIENEMANNIELLA,4361,1.0,1.0,42.9232894325836,-89.1037515,SmallStreams,Region_05,NRS18_WI_10030,2018.0,6/5/2018,1,BERW,17.87,Poor,US1WIDA0017,0.9241275728900827,USC00478229,9.00706889775909,US1WIDA0087,9.757905361389838,US1WIDA0173,10.151566991546968,US1WIRK0023,12.331214743069351
2012535,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARACHIRONOMUS,PARACHIRONOMUS,4099,4.0,1.0,44.1353623946871,-100.8337449,RiversOther,Region_08,NRS18_SD_10038,2018.0,6/5/2018,1,BERW,37.85,Poor,USC00398572,3.146354216345163,USC00393077,12.95348158982604,USC00399032,18.435194054814406,USC00393076,18.45730077229523,US1SDST0003,19.461814532931147
2012536,ARTHROPODA,ARACHNIDA,,,,ARACHNIDA,3472,,,29.7336219381804,-96.66281509,RiversMajor,Region_06,NRS18_TX_10055,2018.0,6/5/2018,1,BETB,33.67,Fair,US1TXCLR013,3.91321177535378,US1TXCLR009,8.672483571573371,US1TXCLR022,9.004319220378937,USC00411911,9.485279253836222,USC00419549,12.221254186759571
2012537,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TRIBELOS,TRIBELOS,4379,1.0,1.0,42.7412908146471,-84.54961724,RiversOther,Region_05,NRS18_MI_10056,2018.0,6/6/2018,1,BETB,20.18,Poor,USC00204631,0.9689214837308312,US1MIIH0001,1.3509086770189234,US1MIIH0006,2.362797157253878,US1MIIH0045,3.181499586178605,US1MIIH0058,3.4223822739630827
2012538,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PHAENOPSECTRA,PHAENOPSECTRA,4143,9.0,1.0,41.6558403138801,-76.78470344,LargeStreams,Region_03,NRS18_PA_10021,2018.0,6/6/2018,1,BERW,61.88,Good,USC00361212,5.146508762077978,US1PABF0013,5.589193280073541,USC00364972,6.420935800480008,USC00361215,6.917853635252351,USC00364961,10.281529612564539
2012539,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,CALLIBAETIS,CALLIBAETIS,3544,1.0,1.0,34.3567132243174,-119.0198808,SmallStreams,Region_09,NRS18_CA_10011,2018.0,6/6/2018,1,BERW,54.43,Fair,USC00048349,8.61907114878037,USC00043050,9.289876991024142,USC00048348,9.512628024518513,US1CAVT0013,11.037211570543127,US1CAVT0010,11.23557099052548
2012540,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PSEUDOCHIRONOMUS,PSEUDOCHIRONOMUS,4212,3.0,1.0,34.0695465516065,-84.53634847,LargeStreams,Region_04,NRS18_GA_10001,2018.0,6/6/2018,1,BERW,16.92,Poor,US1GACE0020,1.7722083810156437,US1GACB0028,2.7187592117669745,US1GACE0034,3.370931188176197,US1GACE0029,3.5483251301638705,US1GACB0024,4.232773555578695
2012541,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CRICOTOPUS/ORTHOCLADIUS,3623,44.0,1.0,38.2759178788401,-80.83754816,SmallStreams,Region_03,NRS18_WV_10031,2018.0,6/6/2018,1,BERW,17.1,Poor,USC00468608,0.9007238849612479,USC00468614,7.903348006410192,USC00466284,9.843163412059063,US1WVNC0002,10.590469804810422,US1WVNC0001,12.285022102287254
2012542,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,35.1040103129021,-85.36090452,RiversMajor,Region_04,NRS18_TN_10006,2018.0,6/6/2018,1,BETB,8.07,Poor,USC00408315,1.7247821865221467,US1TNHL0007,2.2602072254586854,US1TNHL0030,3.3641362262784185,US1TNHL0032,5.853938224445822,US1TNHL0058,6.040426086918485
2012543,ARTHROPODA,INSECTA,COLEOPTERA,HALIPLIDAE,PELTODYTES,PELTODYTES,4130,2.0,1.0,41.1350848025066,-84.43127542,RiversOther,Region_05,NRS18_OH_10033,2018.0,6/6/2018,1,BETB,11.73,Poor,US1OHPL0004,6.995590526520866,USC00336188,7.022295751006832,USC00332103,11.230275512424868,US1OHPL0005,11.743004101172986,USC00333421,13.203099049895055
2012544,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,LEUCROCUTA,LEUCROCUTA,3911,,,40.1622966469912,-88.02743645,LargeStreams,Region_05,NRS18_IL_10054,2018.0,6/6/2018,1,BERW,28.37,Fair,US1ILCP0091,4.831738117611938,US1ILCP0137,4.997339372581579,US1ILCP0031,7.008546870312763,US1ILCP0113,7.5621610868774995,USC00116344,8.365143449730127
2012545,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HYALELLIDAE,HYALELLA,HYALELLA,3821,2.0,1.0,32.9748016720671,-92.07643948,RiversMajor,Region_06,NRS18_LA_10002,2018.0,6/6/2018,1,BETB,24.77,Poor,USC00033556,6.536102271201078,USC00162372,9.866059645349265,USC00032475,10.414095218026862,USW00053961,10.836531652670551,USC00033553,11.900037975895875
2012546,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOCHIRONOMUS,CRYPTOCHIRONOMUS,3625,1.0,1.0,35.0988842519799,-85.35359135,RiversMajor,Region_04,NRS18_TN_10026,2018.0,6/6/2018,1,BETB,2.63,Poor,USC00408315,2.0077770849861785,US1TNHL0007,2.937489984935676,US1TNHL0030,3.6335170455449286,US1TNHL0032,5.985372431129925,USW00053875,6.048724989728454
2012547,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARAMETRIOCNEMUS,PARAMETRIOCNEMUS,4112,41.0,1.0,42.2349250262574,-78.77276172,SmallStreams,Region_02,NRS18_NY_10010,2018.0,6/6/2018,1,BERW,51.43,Fair,USC00304808,3.5445937383403425,US1NYCT0021,4.04521209324196,USC00307397,7.366989967264802,US1NYCT0033,8.021251156846512,USC00307398,9.434952875061459
2012548,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS,3582,3.0,1.0,37.7409697567208,-81.57619751,SmallStreams,Region_03,NRS18_WV_10015,2018.0,6/7/2018,1,BERW,40.4,Fair,USC00464956,1.0570776616866076,USC00466602,8.145694163944452,USC00466600,8.223935310693209,USC00466362,16.18854247657189,USC00462462,16.550538528100994
2012549,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,,GAMMARIDAE,3743,24.0,0.0,41.2337976087358,-84.5905211,RiversMajor,Region_05,NRS18_OH_10012,2018.0,6/7/2018,1,BETB,39.97,Fair,US1OHPL0001,1.463145084507188,US1OHPL0005,8.986918654506855,USC00336465,12.131649490212892,USC00333722,15.350273962793008,USC00332103,15.931813989521249
2012550,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,OPHIDONAIS,OPHIDONAIS,4068,3.0,1.0,39.5483253330948,-89.43360244,SmallStreams,Region_05,NRS18_IL_10003,2018.0,6/7/2018,1,BERW,6.53,Poor,USC00114739,4.941196583968697,US1ILCN0004,11.448983297775266,USC00118491,14.859024764591515,USC00115841,14.928005817649511,US1ILCN0013,14.940379414274096
2012551,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,GAMMARUS,GAMMARUS,3744,3.0,1.0,32.2700996037104,-90.96073809,RiversMajor,Region_06,NRS18_LA_10010,2018.0,6/6/2018,1,BETB,23.65,Poor,USW00093999,4.837515953688545,USC00229215,7.170764143437754,US1MSWR0002,8.381593091371384,USC00166455,8.777872144438263,USC00229218,9.44126785854041
2012552,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,STENELMIS,STENELMIS,4310,4.0,1.0,35.3969639413152,-84.27655927,LargeStreams,Region_04,NRS18_TN_10001,2018.0,6/7/2018,1,BERW,60.18,Good,USC00408891,6.531058691956867,USC00408886,8.936068161830493,USC00404079,9.919749537904382,US1TNMR0003,11.19386255232656,USC00404903,11.570276666887423
